"site_zip","Number_Violations","Total_Penalty","Willful_Violations","Fatalities","Accidents","Repeat_Violations","Serious_Violations","text_Number_Violations","text_Total_Penalty","text_Fatalities","text_Willful_Violations","text_Serious_Violations","text_Repeat_Violations","lat","lon"
61006,3,9750,0,0,0,0,3,"Crest Foods Co., Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $9,750","Crest Foods Co., Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $9,750","Crest Foods Co., Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $9,750","Crest Foods Co., Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $9,750","Crest Foods Co., Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $9,750","Crest Foods Co., Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $9,750",41.861762,-89.202281
61018,3,13000,0,0,3,0,2,"Berner Food & Beverage, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $13,000","Berner Food & Beverage, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $13,000","Berner Food & Beverage, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $13,000","Berner Food & Beverage, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $13,000","Berner Food & Beverage, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $13,000","Berner Food & Beverage, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $13,000",42.415264,-89.555222
61801,3,4000,0,0,1,3,0,"University Of Ilurbana<br />Industry: Cattle Ranching and Farming<br />3 violations (0 serious, 3 repeat, 0 willful). <br />Total penalties: $4,000","University Of Ilurbana<br />Industry: Cattle Ranching and Farming<br />3 violations (0 serious, 3 repeat, 0 willful). <br />Total penalties: $4,000","University Of Ilurbana<br />Industry: Cattle Ranching and Farming<br />3 violations (0 serious, 3 repeat, 0 willful). <br />Total penalties: $4,000","University Of Ilurbana<br />Industry: Cattle Ranching and Farming<br />3 violations (0 serious, 3 repeat, 0 willful). <br />Total penalties: $4,000","University Of Ilurbana<br />Industry: Cattle Ranching and Farming<br />3 violations (0 serious, 3 repeat, 0 willful). <br />Total penalties: $4,000","University Of Ilurbana<br />Industry: Cattle Ranching and Farming<br />3 violations (0 serious, 3 repeat, 0 willful). <br />Total penalties: $4,000",40.108966,-88.211024
62215,3,5460,0,0,0,0,3,"Behrmann Meat And Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,460","Behrmann Meat And Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,460","Behrmann Meat And Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,460","Behrmann Meat And Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,460","Behrmann Meat And Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,460","Behrmann Meat And Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,460",38.508296,-89.608858
63037,3,7000,0,0,0,0,1,"Mfa, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Mfa, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Mfa, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Mfa, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Mfa, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000","Mfa, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $7,000",38.428728,-91.303851
63039,3,0,0,0,0,0,2,"Purina Animal Nutrition<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Purina Animal Nutrition<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Purina Animal Nutrition<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Purina Animal Nutrition<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Purina Animal Nutrition<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Purina Animal Nutrition<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $0",38.494496,-90.839295
64120,3,200,0,0,0,0,2,"Mars Petcare Us Inc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $200","Mars Petcare Us Inc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $200","Mars Petcare Us Inc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $200","Mars Petcare Us Inc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $200","Mars Petcare Us Inc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $200","Mars Petcare Us Inc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $200",39.135007,-94.514957
64804,3,14307.35,0,0,1,0,3,"Hampshire Pet Products Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $14,307.35","Hampshire Pet Products Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $14,307.35","Hampshire Pet Products Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $14,307.35","Hampshire Pet Products Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $14,307.35","Hampshire Pet Products Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $14,307.35","Hampshire Pet Products Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $14,307.35",37.021691,-94.510899
64836,3,1600,0,0,1,0,3,"Butterball Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,600","Butterball Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,600","Butterball Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,600","Butterball Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,600","Butterball Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,600","Butterball Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,600",37.189255,-94.279255
65041,3,8239,0,0,0,0,3,"Swiss Processing Plant, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,239","Swiss Processing Plant, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,239","Swiss Processing Plant, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,239","Swiss Processing Plant, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,239","Swiss Processing Plant, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,239","Swiss Processing Plant, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,239",38.63302,-91.489758
66111,3,10624.1,0,0,0,0,1,"Cargill, Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $10,624.10","Cargill, Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $10,624.10","Cargill, Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $10,624.10","Cargill, Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $10,624.10","Cargill, Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $10,624.10","Cargill, Llc.<br />Industry: Animal Food Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $10,624.10",39.084029,-94.789887
67124,3,5691,0,0,0,0,3,"Xf Enterprises, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,691","Xf Enterprises, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,691","Xf Enterprises, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,691","Xf Enterprises, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,691","Xf Enterprises, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,691","Xf Enterprises, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $5,691",37.634439,-98.773642
67838,3,6252.8,0,0,1,0,2,"Deerfield Feeders Inc<br />Industry: Cattle Ranching and Farming<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,252.80","Deerfield Feeders Inc<br />Industry: Cattle Ranching and Farming<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,252.80","Deerfield Feeders Inc<br />Industry: Cattle Ranching and Farming<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,252.80","Deerfield Feeders Inc<br />Industry: Cattle Ranching and Farming<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,252.80","Deerfield Feeders Inc<br />Industry: Cattle Ranching and Farming<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,252.80","Deerfield Feeders Inc<br />Industry: Cattle Ranching and Farming<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,252.80",38.084106,-101.12774
68002,3,7392.7,0,0,0,0,3,"Rhea Brothers<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $7,392.70","Rhea Brothers<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $7,392.70","Rhea Brothers<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $7,392.70","Rhea Brothers<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $7,392.70","Rhea Brothers<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $7,392.70","Rhea Brothers<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $7,392.70",41.499022,-96.337716
68038,3,6000,0,0,3,0,2,"M & Q Llc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,000","M & Q Llc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,000","M & Q Llc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,000","M & Q Llc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,000","M & Q Llc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,000","M & Q Llc<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,000",41.947113,-96.452756
68420,3,7858.7,0,0,0,0,2,"C.j. Foods, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $7,858.70","C.j. Foods, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $7,858.70","C.j. Foods, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $7,858.70","C.j. Foods, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $7,858.70","C.j. Foods, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $7,858.70","C.j. Foods, Inc.<br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $7,858.70",40.09297,-96.209452
68850,3,11000,0,0,1,0,2,"Tyson Foods Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Tyson Foods Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Tyson Foods Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Tyson Foods Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Tyson Foods Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Tyson Foods Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000",40.826405,-99.739779
69033,3,18000,0,0,3,0,3,"Imperial Beef, Inc.<br />Industry: Cattle Ranching and Farming<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $18,000","Imperial Beef, Inc.<br />Industry: Cattle Ranching and Farming<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $18,000","Imperial Beef, Inc.<br />Industry: Cattle Ranching and Farming<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $18,000","Imperial Beef, Inc.<br />Industry: Cattle Ranching and Farming<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $18,000","Imperial Beef, Inc.<br />Industry: Cattle Ranching and Farming<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $18,000","Imperial Beef, Inc.<br />Industry: Cattle Ranching and Farming<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $18,000",40.559381,-101.67601
70401,3,4500,0,0,0,0,3,"Sanderson Farms Inc., Processing Division<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $4,500","Sanderson Farms Inc., Processing Division<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $4,500","Sanderson Farms Inc., Processing Division<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $4,500","Sanderson Farms Inc., Processing Division<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $4,500","Sanderson Farms Inc., Processing Division<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $4,500","Sanderson Farms Inc., Processing Division<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $4,500",30.533553,-90.455443
70438,3,4800,0,0,0,0,2,"Cargill Animal Nutrition <br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $4,800","Cargill Animal Nutrition <br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $4,800","Cargill Animal Nutrition <br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $4,800","Cargill Animal Nutrition <br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $4,800","Cargill Animal Nutrition <br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $4,800","Cargill Animal Nutrition <br />Industry: Animal Food Manufacturing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $4,800",30.846224,-90.111321
70535,3,4200,0,0,0,0,1,"Eunice Superette, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,200","Eunice Superette, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,200","Eunice Superette, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,200","Eunice Superette, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,200","Eunice Superette, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,200","Eunice Superette, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $4,200",30.463256,-92.420164
70774,3,2172.9,0,0,0,0,2,"Leblanc's Cajun Boudin And Food Company, Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $2,172.90","Leblanc's Cajun Boudin And Food Company, Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $2,172.90","Leblanc's Cajun Boudin And Food Company, Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $2,172.90","Leblanc's Cajun Boudin And Food Company, Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $2,172.90","Leblanc's Cajun Boudin And Food Company, Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $2,172.90","Leblanc's Cajun Boudin And Food Company, Llc<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $2,172.90",30.214554,-90.761904
71601,3,14304,0,0,0,0,1,"Summit Poultry Inc.<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $14,304","Summit Poultry Inc.<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $14,304","Summit Poultry Inc.<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $14,304","Summit Poultry Inc.<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $14,304","Summit Poultry Inc.<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $14,304","Summit Poultry Inc.<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $14,304",34.17938,-91.892483
72501,3,17335,0,0,0,0,1,"Custom Craft Poultry<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $17,335","Custom Craft Poultry<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $17,335","Custom Craft Poultry<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $17,335","Custom Craft Poultry<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $17,335","Custom Craft Poultry<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $17,335","Custom Craft Poultry<br />Industry: Poultry and Egg Production<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $17,335",35.79118,-91.6534
73109,3,6300,0,0,3,0,2,"Valley Proteins Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,300","Valley Proteins Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,300","Valley Proteins Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,300","Valley Proteins Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,300","Valley Proteins Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,300","Valley Proteins Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (2 serious, 0 repeat, 0 willful). <br />Total penalties: $6,300",35.433058,-97.524547
74055,3,3207,0,0,0,0,1,"National Steak And Poultry<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,207","National Steak And Poultry<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,207","National Steak And Poultry<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,207","National Steak And Poultry<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,207","National Steak And Poultry<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,207","National Steak And Poultry<br />Industry: Animal Slaughtering and Processing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $3,207",36.276728,-95.818917
74820,3,1200,0,0,0,0,3,"Pro Walk Manufacturing Company Inc.<br />Industry: Support Activities for Animal Production<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Pro Walk Manufacturing Company Inc.<br />Industry: Support Activities for Animal Production<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Pro Walk Manufacturing Company Inc.<br />Industry: Support Activities for Animal Production<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Pro Walk Manufacturing Company Inc.<br />Industry: Support Activities for Animal Production<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Pro Walk Manufacturing Company Inc.<br />Industry: Support Activities for Animal Production<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200","Pro Walk Manufacturing Company Inc.<br />Industry: Support Activities for Animal Production<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $1,200",34.788674,-96.715184
74948,3,8730,0,0,0,0,3,"Ok Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,730","Ok Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,730","Ok Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,730","Ok Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,730","Ok Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,730","Ok Foods, Inc.<br />Industry: Animal Slaughtering and Processing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $8,730",35.467968,-94.568942
75041,3,11934,0,0,0,0,1,"Daisy Brand, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $11,934","Daisy Brand, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $11,934","Daisy Brand, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $11,934","Daisy Brand, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $11,934","Daisy Brand, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $11,934","Daisy Brand, Inc.<br />Industry: Dairy Product Manufacturing<br />3 violations (1 serious, 0 repeat, 0 willful). <br />Total penalties: $11,934",32.880196,-96.651555
75236,3,0,0,1,3,0,3,"Chewy, Dfw1<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Chewy, Dfw1<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Chewy, Dfw1<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Chewy, Dfw1<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Chewy, Dfw1<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $0","Chewy, Dfw1<br />Industry: Animal Food Manufacturing<br />3 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $0",32.676435,-96.93681
