"site_zip","Number_Violations","Total_Penalty","Willful_Violations","Fatalities","Accidents","Repeat_Violations","Serious_Violations","text_Number_Violations","text_Total_Penalty","text_Fatalities","text_Willful_Violations","text_Serious_Violations","text_Repeat_Violations","lat","lon"
99692,318,526313.8,0,0,0,8,239,"Alaska Longline, Llc<br />Industry: Seafood Product Preparation and Packaging<br />318 violations (239 serious, 8 repeat, 0 willful). <br />Total penalties: $526,314","Alaska Longline, Llc<br />Industry: Seafood Product Preparation and Packaging<br />318 violations (239 serious, 8 repeat, 0 willful). <br />Total penalties: $526,314","Alaska Longline, Llc<br />Industry: Seafood Product Preparation and Packaging<br />318 violations (239 serious, 8 repeat, 0 willful). <br />Total penalties: $526,314","Alaska Longline, Llc<br />Industry: Seafood Product Preparation and Packaging<br />318 violations (239 serious, 8 repeat, 0 willful). <br />Total penalties: $526,314","Alaska Longline, Llc<br />Industry: Seafood Product Preparation and Packaging<br />318 violations (239 serious, 8 repeat, 0 willful). <br />Total penalties: $526,314","Alaska Longline, Llc<br />Industry: Seafood Product Preparation and Packaging<br />318 violations (239 serious, 8 repeat, 0 willful). <br />Total penalties: $526,314",53.885808,-166.538324
90058,115,299950,0,0,3,0,45,"Baker Commodities Inc<br />Industry: Animal Food Manufacturing<br />115 violations (45 serious, 0 repeat, 0 willful). <br />Total penalties: $299,950","Baker Commodities Inc<br />Industry: Animal Food Manufacturing<br />115 violations (45 serious, 0 repeat, 0 willful). <br />Total penalties: $299,950","Baker Commodities Inc<br />Industry: Animal Food Manufacturing<br />115 violations (45 serious, 0 repeat, 0 willful). <br />Total penalties: $299,950","Baker Commodities Inc<br />Industry: Animal Food Manufacturing<br />115 violations (45 serious, 0 repeat, 0 willful). <br />Total penalties: $299,950","Baker Commodities Inc<br />Industry: Animal Food Manufacturing<br />115 violations (45 serious, 0 repeat, 0 willful). <br />Total penalties: $299,950","Baker Commodities Inc<br />Industry: Animal Food Manufacturing<br />115 violations (45 serious, 0 repeat, 0 willful). <br />Total penalties: $299,950",34.002844,-118.2164
93230,115,184920,0,0,13,0,26,"Bernard Te Velde <br />Industry: Cattle Ranching and Farming<br />115 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $184,920","Bernard Te Velde <br />Industry: Cattle Ranching and Farming<br />115 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $184,920","Bernard Te Velde <br />Industry: Cattle Ranching and Farming<br />115 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $184,920","Bernard Te Velde <br />Industry: Cattle Ranching and Farming<br />115 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $184,920","Bernard Te Velde <br />Industry: Cattle Ranching and Farming<br />115 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $184,920","Bernard Te Velde <br />Industry: Cattle Ranching and Farming<br />115 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $184,920",36.29223,-119.622676
99693,74,58690,0,0,0,4,64,"Whittier Seafood Llc<br />Industry: Seafood Product Preparation and Packaging<br />74 violations (64 serious, 4 repeat, 0 willful). <br />Total penalties: $58,690","Whittier Seafood Llc<br />Industry: Seafood Product Preparation and Packaging<br />74 violations (64 serious, 4 repeat, 0 willful). <br />Total penalties: $58,690","Whittier Seafood Llc<br />Industry: Seafood Product Preparation and Packaging<br />74 violations (64 serious, 4 repeat, 0 willful). <br />Total penalties: $58,690","Whittier Seafood Llc<br />Industry: Seafood Product Preparation and Packaging<br />74 violations (64 serious, 4 repeat, 0 willful). <br />Total penalties: $58,690","Whittier Seafood Llc<br />Industry: Seafood Product Preparation and Packaging<br />74 violations (64 serious, 4 repeat, 0 willful). <br />Total penalties: $58,690","Whittier Seafood Llc<br />Industry: Seafood Product Preparation and Packaging<br />74 violations (64 serious, 4 repeat, 0 willful). <br />Total penalties: $58,690",60.843929,-148.782596
93274,73,54120,0,0,0,0,13,"Adrian Nunes & Sons Farming<br />Industry: Cattle Ranching and Farming<br />73 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $54,120","Adrian Nunes & Sons Farming<br />Industry: Cattle Ranching and Farming<br />73 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $54,120","Adrian Nunes & Sons Farming<br />Industry: Cattle Ranching and Farming<br />73 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $54,120","Adrian Nunes & Sons Farming<br />Industry: Cattle Ranching and Farming<br />73 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $54,120","Adrian Nunes & Sons Farming<br />Industry: Cattle Ranching and Farming<br />73 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $54,120","Adrian Nunes & Sons Farming<br />Industry: Cattle Ranching and Farming<br />73 violations (13 serious, 0 repeat, 0 willful). <br />Total penalties: $54,120",36.178091,-119.370752
98595,73,263439,3,0,0,9,35,"Washington Crab Producers Inc<br />Industry: Seafood Product Preparation and Packaging<br />73 violations (35 serious, 9 repeat, 3 willful). <br />Total penalties: $263,439","Washington Crab Producers Inc<br />Industry: Seafood Product Preparation and Packaging<br />73 violations (35 serious, 9 repeat, 3 willful). <br />Total penalties: $263,439","Washington Crab Producers Inc<br />Industry: Seafood Product Preparation and Packaging<br />73 violations (35 serious, 9 repeat, 3 willful). <br />Total penalties: $263,439","Washington Crab Producers Inc<br />Industry: Seafood Product Preparation and Packaging<br />73 violations (35 serious, 9 repeat, 3 willful). <br />Total penalties: $263,439","Washington Crab Producers Inc<br />Industry: Seafood Product Preparation and Packaging<br />73 violations (35 serious, 9 repeat, 3 willful). <br />Total penalties: $263,439","Washington Crab Producers Inc<br />Industry: Seafood Product Preparation and Packaging<br />73 violations (35 serious, 9 repeat, 3 willful). <br />Total penalties: $263,439",46.888078,-124.113425
99615,69,192250,0,0,5,9,39,"Global Seafoods North America Llc.<br />Industry: Seafood Product Preparation and Packaging<br />69 violations (39 serious, 9 repeat, 0 willful). <br />Total penalties: $192,250","Global Seafoods North America Llc.<br />Industry: Seafood Product Preparation and Packaging<br />69 violations (39 serious, 9 repeat, 0 willful). <br />Total penalties: $192,250","Global Seafoods North America Llc.<br />Industry: Seafood Product Preparation and Packaging<br />69 violations (39 serious, 9 repeat, 0 willful). <br />Total penalties: $192,250","Global Seafoods North America Llc.<br />Industry: Seafood Product Preparation and Packaging<br />69 violations (39 serious, 9 repeat, 0 willful). <br />Total penalties: $192,250","Global Seafoods North America Llc.<br />Industry: Seafood Product Preparation and Packaging<br />69 violations (39 serious, 9 repeat, 0 willful). <br />Total penalties: $192,250","Global Seafoods North America Llc.<br />Industry: Seafood Product Preparation and Packaging<br />69 violations (39 serious, 9 repeat, 0 willful). <br />Total penalties: $192,250",57.682717,-153.378849
99576,62,359055,0,0,8,1,54,"Icicle Seafoods Inc.<br />Industry: Seafood Product Preparation and Packaging<br />62 violations (54 serious, 1 repeat, 0 willful). <br />Total penalties: $359,055","Icicle Seafoods Inc.<br />Industry: Seafood Product Preparation and Packaging<br />62 violations (54 serious, 1 repeat, 0 willful). <br />Total penalties: $359,055","Icicle Seafoods Inc.<br />Industry: Seafood Product Preparation and Packaging<br />62 violations (54 serious, 1 repeat, 0 willful). <br />Total penalties: $359,055","Icicle Seafoods Inc.<br />Industry: Seafood Product Preparation and Packaging<br />62 violations (54 serious, 1 repeat, 0 willful). <br />Total penalties: $359,055","Icicle Seafoods Inc.<br />Industry: Seafood Product Preparation and Packaging<br />62 violations (54 serious, 1 repeat, 0 willful). <br />Total penalties: $359,055","Icicle Seafoods Inc.<br />Industry: Seafood Product Preparation and Packaging<br />62 violations (54 serious, 1 repeat, 0 willful). <br />Total penalties: $359,055",60.274057,-158.668434
92582,60,34625,0,0,0,0,18,"Art And John Oostdam <br />Industry: Cattle Ranching and Farming<br />60 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $34,625","Art And John Oostdam <br />Industry: Cattle Ranching and Farming<br />60 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $34,625","Art And John Oostdam <br />Industry: Cattle Ranching and Farming<br />60 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $34,625","Art And John Oostdam <br />Industry: Cattle Ranching and Farming<br />60 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $34,625","Art And John Oostdam <br />Industry: Cattle Ranching and Farming<br />60 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $34,625","Art And John Oostdam <br />Industry: Cattle Ranching and Farming<br />60 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $34,625",33.807607,-117.015163
21701,56,17470,0,0,0,0,18,"Dairy Maid Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />56 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $17,470","Dairy Maid Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />56 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $17,470","Dairy Maid Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />56 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $17,470","Dairy Maid Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />56 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $17,470","Dairy Maid Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />56 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $17,470","Dairy Maid Dairy, Llc<br />Industry: Dairy Product Manufacturing<br />56 violations (18 serious, 0 repeat, 0 willful). <br />Total penalties: $17,470",39.443596,-77.332894
21742,54,8500,0,0,0,0,32,"Paramount Feed & Supply, Inc.<br />Industry: Animal Food Manufacturing<br />54 violations (32 serious, 0 repeat, 0 willful). <br />Total penalties: $8,500","Paramount Feed & Supply, Inc.<br />Industry: Animal Food Manufacturing<br />54 violations (32 serious, 0 repeat, 0 willful). <br />Total penalties: $8,500","Paramount Feed & Supply, Inc.<br />Industry: Animal Food Manufacturing<br />54 violations (32 serious, 0 repeat, 0 willful). <br />Total penalties: $8,500","Paramount Feed & Supply, Inc.<br />Industry: Animal Food Manufacturing<br />54 violations (32 serious, 0 repeat, 0 willful). <br />Total penalties: $8,500","Paramount Feed & Supply, Inc.<br />Industry: Animal Food Manufacturing<br />54 violations (32 serious, 0 repeat, 0 willful). <br />Total penalties: $8,500","Paramount Feed & Supply, Inc.<br />Industry: Animal Food Manufacturing<br />54 violations (32 serious, 0 repeat, 0 willful). <br />Total penalties: $8,500",39.678219,-77.65272
95380,50,63580,0,0,7,0,10,"Associated Feed & Supply Co.<br />Industry: Animal Food Manufacturing<br />50 violations (10 serious, 0 repeat, 0 willful). <br />Total penalties: $63,580","Associated Feed & Supply Co.<br />Industry: Animal Food Manufacturing<br />50 violations (10 serious, 0 repeat, 0 willful). <br />Total penalties: $63,580","Associated Feed & Supply Co.<br />Industry: Animal Food Manufacturing<br />50 violations (10 serious, 0 repeat, 0 willful). <br />Total penalties: $63,580","Associated Feed & Supply Co.<br />Industry: Animal Food Manufacturing<br />50 violations (10 serious, 0 repeat, 0 willful). <br />Total penalties: $63,580","Associated Feed & Supply Co.<br />Industry: Animal Food Manufacturing<br />50 violations (10 serious, 0 repeat, 0 willful). <br />Total penalties: $63,580","Associated Feed & Supply Co.<br />Industry: Animal Food Manufacturing<br />50 violations (10 serious, 0 repeat, 0 willful). <br />Total penalties: $63,580",37.474396,-120.875917
44705,48,546340.45,0,9,18,21,27,"Case Farms Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />48 violations (27 serious, 21 repeat, 0 willful). <br />Total penalties: $546,340","Case Farms Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />48 violations (27 serious, 21 repeat, 0 willful). <br />Total penalties: $546,340","Case Farms Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />48 violations (27 serious, 21 repeat, 0 willful). <br />Total penalties: $546,340","Case Farms Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />48 violations (27 serious, 21 repeat, 0 willful). <br />Total penalties: $546,340","Case Farms Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />48 violations (27 serious, 21 repeat, 0 willful). <br />Total penalties: $546,340","Case Farms Processing, Inc.<br />Industry: Animal Slaughtering and Processing<br />48 violations (27 serious, 21 repeat, 0 willful). <br />Total penalties: $546,340",40.834614,-81.331149
99633,48,100875,0,0,9,7,27,"Alaska General Seafoods<br />Industry: Seafood Product Preparation and Packaging<br />48 violations (27 serious, 7 repeat, 0 willful). <br />Total penalties: $100,875","Alaska General Seafoods<br />Industry: Seafood Product Preparation and Packaging<br />48 violations (27 serious, 7 repeat, 0 willful). <br />Total penalties: $100,875","Alaska General Seafoods<br />Industry: Seafood Product Preparation and Packaging<br />48 violations (27 serious, 7 repeat, 0 willful). <br />Total penalties: $100,875","Alaska General Seafoods<br />Industry: Seafood Product Preparation and Packaging<br />48 violations (27 serious, 7 repeat, 0 willful). <br />Total penalties: $100,875","Alaska General Seafoods<br />Industry: Seafood Product Preparation and Packaging<br />48 violations (27 serious, 7 repeat, 0 willful). <br />Total penalties: $100,875","Alaska General Seafoods<br />Industry: Seafood Product Preparation and Packaging<br />48 violations (27 serious, 7 repeat, 0 willful). <br />Total penalties: $100,875",58.78516,-156.885872
52501,47,77497,0,0,5,0,26,"Cargill Meat Solutions<br />Industry: Animal Slaughtering and Processing<br />47 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $77,497","Cargill Meat Solutions<br />Industry: Animal Slaughtering and Processing<br />47 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $77,497","Cargill Meat Solutions<br />Industry: Animal Slaughtering and Processing<br />47 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $77,497","Cargill Meat Solutions<br />Industry: Animal Slaughtering and Processing<br />47 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $77,497","Cargill Meat Solutions<br />Industry: Animal Slaughtering and Processing<br />47 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $77,497","Cargill Meat Solutions<br />Industry: Animal Slaughtering and Processing<br />47 violations (26 serious, 0 repeat, 0 willful). <br />Total penalties: $77,497",41.035705,-92.43137
53233,47,158419,0,25,25,1,41,"Cargill Meat Solutions Corporation<br />Industry: Animal Slaughtering and Processing<br />47 violations (41 serious, 1 repeat, 0 willful). <br />Total penalties: $158,419","Cargill Meat Solutions Corporation<br />Industry: Animal Slaughtering and Processing<br />47 violations (41 serious, 1 repeat, 0 willful). <br />Total penalties: $158,419","Cargill Meat Solutions Corporation<br />Industry: Animal Slaughtering and Processing<br />47 violations (41 serious, 1 repeat, 0 willful). <br />Total penalties: $158,419","Cargill Meat Solutions Corporation<br />Industry: Animal Slaughtering and Processing<br />47 violations (41 serious, 1 repeat, 0 willful). <br />Total penalties: $158,419","Cargill Meat Solutions Corporation<br />Industry: Animal Slaughtering and Processing<br />47 violations (41 serious, 1 repeat, 0 willful). <br />Total penalties: $158,419","Cargill Meat Solutions Corporation<br />Industry: Animal Slaughtering and Processing<br />47 violations (41 serious, 1 repeat, 0 willful). <br />Total penalties: $158,419",43.036925,-87.93384
99344,46,17190,0,0,0,0,14,"Bar E Dairy Llc<br />Industry: Cattle Ranching and Farming<br />46 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $17,190","Bar E Dairy Llc<br />Industry: Cattle Ranching and Farming<br />46 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $17,190","Bar E Dairy Llc<br />Industry: Cattle Ranching and Farming<br />46 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $17,190","Bar E Dairy Llc<br />Industry: Cattle Ranching and Farming<br />46 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $17,190","Bar E Dairy Llc<br />Industry: Cattle Ranching and Farming<br />46 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $17,190","Bar E Dairy Llc<br />Industry: Cattle Ranching and Farming<br />46 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $17,190",46.81883,-119.177388
30153,45,103137,0,22,22,0,34,"Jcg Farms Of Alabama, Llc<br />Industry: Animal Food Manufacturing<br />45 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $103,137","Jcg Farms Of Alabama, Llc<br />Industry: Animal Food Manufacturing<br />45 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $103,137","Jcg Farms Of Alabama, Llc<br />Industry: Animal Food Manufacturing<br />45 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $103,137","Jcg Farms Of Alabama, Llc<br />Industry: Animal Food Manufacturing<br />45 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $103,137","Jcg Farms Of Alabama, Llc<br />Industry: Animal Food Manufacturing<br />45 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $103,137","Jcg Farms Of Alabama, Llc<br />Industry: Animal Food Manufacturing<br />45 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $103,137",33.959882,-85.054452
80631,41,44212,0,0,2,0,29,"All American Pet Proteins, Llc<br />Industry: Animal Food Manufacturing<br />41 violations (29 serious, 0 repeat, 0 willful). <br />Total penalties: $44,212","All American Pet Proteins, Llc<br />Industry: Animal Food Manufacturing<br />41 violations (29 serious, 0 repeat, 0 willful). <br />Total penalties: $44,212","All American Pet Proteins, Llc<br />Industry: Animal Food Manufacturing<br />41 violations (29 serious, 0 repeat, 0 willful). <br />Total penalties: $44,212","All American Pet Proteins, Llc<br />Industry: Animal Food Manufacturing<br />41 violations (29 serious, 0 repeat, 0 willful). <br />Total penalties: $44,212","All American Pet Proteins, Llc<br />Industry: Animal Food Manufacturing<br />41 violations (29 serious, 0 repeat, 0 willful). <br />Total penalties: $44,212","All American Pet Proteins, Llc<br />Industry: Animal Food Manufacturing<br />41 violations (29 serious, 0 repeat, 0 willful). <br />Total penalties: $44,212",40.442868,-104.673072
93272,41,36680,0,2,6,0,9,"Ac Enterprises<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $36,680","Ac Enterprises<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $36,680","Ac Enterprises<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $36,680","Ac Enterprises<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $36,680","Ac Enterprises<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $36,680","Ac Enterprises<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $36,680",36.047414,-119.344304
93311,41,55205,0,0,0,0,9,"Bidart Dairy Ii, Llc<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $55,205","Bidart Dairy Ii, Llc<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $55,205","Bidart Dairy Ii, Llc<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $55,205","Bidart Dairy Ii, Llc<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $55,205","Bidart Dairy Ii, Llc<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $55,205","Bidart Dairy Ii, Llc<br />Industry: Cattle Ranching and Farming<br />41 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $55,205",35.192404,-119.175866
30504,40,86898.6,0,0,2,1,26,"Gold Creek Processing, Llc<br />Industry: Animal Slaughtering and Processing<br />40 violations (26 serious, 1 repeat, 0 willful). <br />Total penalties: $86,898.60","Gold Creek Processing, Llc<br />Industry: Animal Slaughtering and Processing<br />40 violations (26 serious, 1 repeat, 0 willful). <br />Total penalties: $86,898.60","Gold Creek Processing, Llc<br />Industry: Animal Slaughtering and Processing<br />40 violations (26 serious, 1 repeat, 0 willful). <br />Total penalties: $86,898.60","Gold Creek Processing, Llc<br />Industry: Animal Slaughtering and Processing<br />40 violations (26 serious, 1 repeat, 0 willful). <br />Total penalties: $86,898.60","Gold Creek Processing, Llc<br />Industry: Animal Slaughtering and Processing<br />40 violations (26 serious, 1 repeat, 0 willful). <br />Total penalties: $86,898.60","Gold Creek Processing, Llc<br />Industry: Animal Slaughtering and Processing<br />40 violations (26 serious, 1 repeat, 0 willful). <br />Total penalties: $86,898.60",34.268204,-83.893289
32456,40,68040,0,0,0,0,37,"Raffield Fisheries, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />40 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $68,040","Raffield Fisheries, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />40 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $68,040","Raffield Fisheries, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />40 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $68,040","Raffield Fisheries, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />40 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $68,040","Raffield Fisheries, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />40 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $68,040","Raffield Fisheries, Inc.<br />Industry: Seafood Product Preparation and Packaging<br />40 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $68,040",29.839053,-85.297519
95357,39,64415,0,0,2,0,9,"6-x Dairy<br />Industry: Cattle Ranching and Farming<br />39 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $64,415","6-x Dairy<br />Industry: Cattle Ranching and Farming<br />39 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $64,415","6-x Dairy<br />Industry: Cattle Ranching and Farming<br />39 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $64,415","6-x Dairy<br />Industry: Cattle Ranching and Farming<br />39 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $64,415","6-x Dairy<br />Industry: Cattle Ranching and Farming<br />39 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $64,415","6-x Dairy<br />Industry: Cattle Ranching and Farming<br />39 violations (9 serious, 0 repeat, 0 willful). <br />Total penalties: $64,415",37.671153,-120.886268
98848,39,11700,0,0,0,0,23,"Beef Northwest Feeders Llc<br />Industry: Cattle Ranching and Farming<br />39 violations (23 serious, 0 repeat, 0 willful). <br />Total penalties: $11,700","Beef Northwest Feeders Llc<br />Industry: Cattle Ranching and Farming<br />39 violations (23 serious, 0 repeat, 0 willful). <br />Total penalties: $11,700","Beef Northwest Feeders Llc<br />Industry: Cattle Ranching and Farming<br />39 violations (23 serious, 0 repeat, 0 willful). <br />Total penalties: $11,700","Beef Northwest Feeders Llc<br />Industry: Cattle Ranching and Farming<br />39 violations (23 serious, 0 repeat, 0 willful). <br />Total penalties: $11,700","Beef Northwest Feeders Llc<br />Industry: Cattle Ranching and Farming<br />39 violations (23 serious, 0 repeat, 0 willful). <br />Total penalties: $11,700","Beef Northwest Feeders Llc<br />Industry: Cattle Ranching and Farming<br />39 violations (23 serious, 0 repeat, 0 willful). <br />Total penalties: $11,700",47.168643,-119.842939
31643,38,15000,0,0,0,0,37,"West End Milling Company<br />Industry: Animal Food Manufacturing<br />38 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $15,000","West End Milling Company<br />Industry: Animal Food Manufacturing<br />38 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $15,000","West End Milling Company<br />Industry: Animal Food Manufacturing<br />38 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $15,000","West End Milling Company<br />Industry: Animal Food Manufacturing<br />38 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $15,000","West End Milling Company<br />Industry: Animal Food Manufacturing<br />38 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $15,000","West End Milling Company<br />Industry: Animal Food Manufacturing<br />38 violations (37 serious, 0 repeat, 0 willful). <br />Total penalties: $15,000",30.773089,-83.556898
93657,38,120715,0,0,5,2,9,"Pitman Family Farms<br />Industry: Animal Slaughtering and Processing<br />38 violations (9 serious, 2 repeat, 0 willful). <br />Total penalties: $120,715","Pitman Family Farms<br />Industry: Animal Slaughtering and Processing<br />38 violations (9 serious, 2 repeat, 0 willful). <br />Total penalties: $120,715","Pitman Family Farms<br />Industry: Animal Slaughtering and Processing<br />38 violations (9 serious, 2 repeat, 0 willful). <br />Total penalties: $120,715","Pitman Family Farms<br />Industry: Animal Slaughtering and Processing<br />38 violations (9 serious, 2 repeat, 0 willful). <br />Total penalties: $120,715","Pitman Family Farms<br />Industry: Animal Slaughtering and Processing<br />38 violations (9 serious, 2 repeat, 0 willful). <br />Total penalties: $120,715","Pitman Family Farms<br />Industry: Animal Slaughtering and Processing<br />38 violations (9 serious, 2 repeat, 0 willful). <br />Total penalties: $120,715",36.817791,-119.457602
97365,38,59097.5,0,0,4,2,27,"Pacific Choice Seafood Company<br />Industry: Seafood Product Preparation and Packaging<br />38 violations (27 serious, 2 repeat, 0 willful). <br />Total penalties: $59,097.50","Pacific Choice Seafood Company<br />Industry: Seafood Product Preparation and Packaging<br />38 violations (27 serious, 2 repeat, 0 willful). <br />Total penalties: $59,097.50","Pacific Choice Seafood Company<br />Industry: Seafood Product Preparation and Packaging<br />38 violations (27 serious, 2 repeat, 0 willful). <br />Total penalties: $59,097.50","Pacific Choice Seafood Company<br />Industry: Seafood Product Preparation and Packaging<br />38 violations (27 serious, 2 repeat, 0 willful). <br />Total penalties: $59,097.50","Pacific Choice Seafood Company<br />Industry: Seafood Product Preparation and Packaging<br />38 violations (27 serious, 2 repeat, 0 willful). <br />Total penalties: $59,097.50","Pacific Choice Seafood Company<br />Industry: Seafood Product Preparation and Packaging<br />38 violations (27 serious, 2 repeat, 0 willful). <br />Total penalties: $59,097.50",44.666805,-124.009769
17350,37,145210.25,0,0,3,0,24,"Hain Pure Protein Corporation<br />Industry: Animal Slaughtering and Processing<br />37 violations (24 serious, 0 repeat, 0 willful). <br />Total penalties: $145,210","Hain Pure Protein Corporation<br />Industry: Animal Slaughtering and Processing<br />37 violations (24 serious, 0 repeat, 0 willful). <br />Total penalties: $145,210","Hain Pure Protein Corporation<br />Industry: Animal Slaughtering and Processing<br />37 violations (24 serious, 0 repeat, 0 willful). <br />Total penalties: $145,210","Hain Pure Protein Corporation<br />Industry: Animal Slaughtering and Processing<br />37 violations (24 serious, 0 repeat, 0 willful). <br />Total penalties: $145,210","Hain Pure Protein Corporation<br />Industry: Animal Slaughtering and Processing<br />37 violations (24 serious, 0 repeat, 0 willful). <br />Total penalties: $145,210","Hain Pure Protein Corporation<br />Industry: Animal Slaughtering and Processing<br />37 violations (24 serious, 0 repeat, 0 willful). <br />Total penalties: $145,210",39.890088,-77.079399
91746,37,27755,0,0,0,0,14,"Pocino Foods Company<br />Industry: Animal Slaughtering and Processing<br />37 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $27,755","Pocino Foods Company<br />Industry: Animal Slaughtering and Processing<br />37 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $27,755","Pocino Foods Company<br />Industry: Animal Slaughtering and Processing<br />37 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $27,755","Pocino Foods Company<br />Industry: Animal Slaughtering and Processing<br />37 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $27,755","Pocino Foods Company<br />Industry: Animal Slaughtering and Processing<br />37 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $27,755","Pocino Foods Company<br />Industry: Animal Slaughtering and Processing<br />37 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $27,755",34.044416,-117.985366
