year,city,state,admin_financial,admin_judicial,admin_other,administration,air_transit,commercial_activ,correction,educ_elem_sec,educ_higher,education,education_services,envir_housing,fire,health,highways,hospitals,housing_commdevt,inspection,interest_general,libraries,misc,natural_resources,other_gen_spending,parking,parks_recreation,police,public_buildings,public_safety,public_welfare,seaport,sewerage,social_services,sp_empl_retire_tr,spend_intergovt,spend_liquor_store,spending_direct,spending_general,spending_utility,transportation,utility_elec,utility_gas,utility_transit,utility_water,waste_mgmt,welfare_cash,welfare_other,welfare_vendors,percentChange_police,percentChange_correction,percentChange_fire,percentChange_inspection,percentChange_public_safety,ratio_police_public_welfare,combined_police,combined_public_welfare,rank_public_safety,pct_social,pct_police,police_2017,police_1977,social_2017,social_1977
2011,Phoenix,AZ,28.12,125,22.6,180.59,383.5,0,106.73,1509.84,0,1509.84,1543.81,613.8,208.27,27.8,175.48,160.98,129.62,16.99,368.73,33.97,136.34,25.77,136.34,0.87,182.61,391.97,4.86,723.96,7.02,0,171.91,195.8,124.86,37.02,0,5627.54,4322.9,1179.78,559.86,684.76,0,252.82,242.2,103.89,3.23,3.79,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,55.83618233618235,0.9824055740745382,0.01759442592546179,68,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2012,Phoenix,AZ,24.59,121.27,20.9,178.03,340.8,0,112.77,1441.92,0,1441.92,1473.49,529.11,205.87,27.1,163.12,187.28,141.03,17.27,216.09,31.57,142.58,24.73,142.58,0.95,144.3,368.57,11.27,704.49,8.21,0,135.76,222.59,134.12,48.24,0,5348.39,3971.22,1243.05,504.86,700.63,0,244.86,297.55,83.29,3.31,4.9,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,44.89281364190012,0.9782100960772865,0.021789903922713523,68,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2013,Phoenix,AZ,23.4,118.44,19.51,182.47,277.78,0,113.93,1410.68,0,1410.68,1439.3,487.49,213.42,27.08,140.05,164.69,121.79,18.34,235.22,28.62,103.41,20.09,103.41,0.7,149.76,348.5,21.12,694.19,6.04,0,111.64,197.81,142.84,45.23,0,5122.68,3758.41,1221.42,418.54,776.59,0,245.82,199.01,84.2,1.52,4.52,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,57.69867549668874,0.9829638404693405,0.017036159530659446,69,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2014,Phoenix,AZ,34.76,120.65,17.9,192.66,282.78,0,117.39,1349.45,0,1349.45,1377.42,439.95,200.02,26.86,148.51,184.93,97.86,18.35,209.49,27.97,94.17,18.61,94.17,0.72,130.7,343.59,19.36,679.35,5.92,0,115.82,217.71,142.28,58.31,0,5021.7,3642.76,1236.66,432.01,728.67,0,311.97,196.03,76.95,1.62,4.3,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,58.03885135135135,0.9830620010872364,0.016937998912763583,76,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2015,Phoenix,AZ,36.96,122.74,16.7,194.06,246.83,0,116.39,1319.9,0,1319.9,1346.33,379.22,194.82,28,131.3,186.3,87.53,19.55,203.72,26.43,99.83,14.67,99.83,0.71,103.62,328.86,17.66,659.62,4.93,0,104.81,219.23,153.09,29.75,0,4873.94,3480.85,1240,378.84,779.76,0,259.76,200.48,68.58,1.5,3.43,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,66.70588235294119,0.9852302345786272,0.014769765421372717,83,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2016,Phoenix,AZ,30.12,121.4,17.51,183.24,254.55,0,112.52,1283.66,0,1283.66,1309.17,399.29,197.01,27.03,85.6,193.26,95.17,18.84,209.67,25.52,150.89,19.54,150.89,0.78,102.48,319.75,14.21,648.12,5.34,0,107.23,225.64,173.95,54.81,0,4747.15,3466.95,1106.24,340.92,703.87,0,211.82,190.55,74.87,1.07,4.27,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,59.87827715355805,0.9835737795687349,0.01642622043126519,88,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
2017,Phoenix,AZ,31.89,118.49,16.86,181.63,247,0,108.11,1290.53,0,1290.53,1316.19,394.41,192.14,28.86,85.81,147.91,85.33,21.04,221.08,25.66,140.35,19.43,140.35,1.06,103.94,308.96,14.38,630.24,3.66,0,102.66,180.43,173.46,82.45,0,4651.27,3398.21,1079.6,333.88,646.77,0,237.67,195.17,83.06,1.05,2.6,0,0.08719825462734876,2.24167916041979,0.7784154017030727,0.40079893475366174,0.43047800626446964,84.41530054644808,0.9882924956816581,0.011707504318341756,100,1.6835016835016747,43.047800626446964,630.24,440.58,265.76,261.36
1977,Pittsburgh,PA,44.18,32.21,39.59,155.72,29.91,0,22.6,1114.39,0.13,1114.52,1143.11,456.03,161.72,88.21,173.66,66.83,180.97,8.59,288.38,28.59,447.95,0.26,447.95,14.56,100.73,233.94,39.73,426.85,52.06,0,88.61,207.1,141.47,0.04,0,3749.39,3343.26,264.66,218.12,0,0,190.51,74.15,85.47,0,51.37,0.68,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,4.493661160199769,0.817972027972028,0.18202797202797202,69,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1978,Pittsburgh,PA,52.33,29.16,44.45,169.78,21.84,0,21.24,1059.05,0,1059.05,1086.13,464.72,211.59,89.36,227.24,126.95,113.69,8.18,337.91,27.08,588.36,0.38,588.36,12.9,144.26,246.95,43.84,487.96,70.93,0,105.67,287.24,138.83,0.19,0,4125.25,3684.09,302.33,261.98,0,0,207.97,94.36,100.73,0,70.06,0.88,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.48160157902157,0.7768654838303762,0.2231345161696238,47,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1979,Pittsburgh,PA,55.55,28.76,56.62,185.78,42.77,0,21.88,1036.08,0,1036.08,1062.56,632.33,156.34,89.48,175.94,174.5,218.71,7.5,355.26,26.48,770.81,0.14,770.81,18.62,212.41,252.73,44.86,438.45,40.26,0,102.99,304.24,138,0.1,0,4455.71,3986.74,330.97,237.32,0,0,243.49,87.48,98.07,0,39.44,0.82,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,6.277446597118728,0.8625891668657633,0.13741083313423666,56,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1980,Pittsburgh,PA,49.97,27.99,52.97,179.29,24.65,0,17.13,979.99,0,979.99,1005.34,1088.8,145.42,90.29,124.76,180.03,763.59,6.39,363.32,25.35,682.49,0.16,682.49,38.9,146.28,230.23,48.35,399.17,52.84,0,92.72,323.16,130.61,0.1,0,4731.58,4229.89,371.08,188.31,0,0,303.5,67.58,86.05,0,52.05,0.79,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,4.357115821347463,0.8133323912813085,0.1866676087186915,67,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1981,Pittsburgh,PA,48.69,31.57,49.39,170.39,71.15,0,19.89,1024.13,0,1024.13,1049.11,739.12,145.45,102.37,171.95,189.45,434.95,10.92,354.91,24.97,696.34,0.33,696.34,27.82,154.37,236.31,40.73,412.57,61.56,0,66.59,353.39,136.3,0.11,0,4555.21,4046.73,372.17,270.92,0,0,298.89,73.29,82.86,0,60.78,0.78,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.8386939571150096,0.7933326618994864,0.20666733810051366,63,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1982,Pittsburgh,PA,61.14,36.83,52.36,187.44,52.68,0,19.51,960.26,0,960.26,986.4,775.17,150.55,95.18,206.06,100.16,488.89,10.85,331.12,26.14,384.45,0.39,384.45,19.65,115.11,249.19,37.11,430.1,56.39,0,85.76,251.73,140.08,0.19,0,4228.32,3624.78,463.45,278.38,0,0,393.02,70.43,85.02,0,55.66,0.73,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,4.419045930129456,0.8154656718371621,0.1845343281628379,59,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1983,Pittsburgh,PA,50.39,61.28,39.57,209.07,49.52,0,20.12,1066.11,0,1066.11,1096.91,756.72,167.48,117.45,187.82,132.16,471.08,12.89,421.63,30.8,329.36,0.26,329.36,75.52,115.5,263.44,57.83,463.92,80.14,0,96.2,329.75,153.07,0.13,0,4650.91,3920.22,577.62,312.86,0,0,461.51,116.11,73.68,0,79.39,0.75,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.287247317194909,0.7667501018685605,0.23324989813143956,57,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1984,Pittsburgh,PA,58.43,72.69,48,222.09,45.33,0,22.1,1046.67,0,1046.67,1075.3,607.87,177.55,125.9,207.12,148.58,289.44,11.91,466.2,28.62,326.11,0.83,326.11,68.38,151.53,264,42.96,475.56,58.42,0,89.95,332.89,158.35,19.92,0,4609.15,3826.86,623.94,320.83,0,0,506.37,117.57,76.13,0,57.67,0.75,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,4.519000342348511,0.8188077662676012,0.18119223373239873,55,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1985,Pittsburgh,PA,60.08,74.32,58.11,233.83,57.83,0,32.01,1167.24,0,1167.24,1196.32,741.58,182.6,138.35,240.42,114.36,429.26,9.4,481.95,29.08,415.88,1.98,415.88,50.54,142.88,289,41.32,513.02,73.04,0,96.02,325.75,169.63,0.01,0,5040.29,4257.11,613.56,348.79,0,0,514.61,98.95,71.44,0,72.32,0.72,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.9567360350492877,0.7982543365373992,0.2017456634626008,47,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1986,Pittsburgh,PA,66.29,76.2,53.83,259.75,65.6,0,33.69,1392.15,0,1392.15,1421.46,708.19,200.01,141.58,196.01,86.18,387.65,10.06,671.67,29.31,534.69,1.1,534.69,43.18,158.42,286.55,63.43,530.31,52.7,0,87.71,280.46,183.58,0,0,5494.89,4711.3,600.01,304.78,0,0,405.84,194.17,73.31,0,52,0.7,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,5.437381404174573,0.8446573323507738,0.15534266764922625,52,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1987,Pittsburgh,PA,65.85,74.51,54.7,234.65,44.5,0,34.49,1379.79,0,1379.79,1549.69,563.05,193.23,159.42,145.81,90.36,261.35,9.68,656.47,169.9,475.13,0.65,475.13,46.45,143.2,250.86,39.59,488.25,53.54,0,93.04,303.31,190.63,0,0,5339.48,4507.31,641.55,236.76,0,0,296.87,344.68,64.81,0,52.84,0.7,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,4.685468808367576,0.8241130091984231,0.17588699080157685,74,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1988,Pittsburgh,PA,61.4,74.7,54.64,229.05,57.04,0,37.13,1545.54,0,1545.54,1576.91,566.06,164.54,171.29,146.54,91.36,270.53,9.22,636.17,31.37,498.37,2.55,498.37,56.96,147.77,225.89,38.32,436.78,69.15,0,87.5,331.8,207.5,0,0,5415.33,4535.7,672.12,260.55,0,0,274.82,397.3,57.71,0,68.46,0.69,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.266666666666666,0.765625,0.23437500000000006,88,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1989,Pittsburgh,PA,59.85,76.63,61.51,251.23,132.85,0,39.73,1603.49,0,1603.49,1641.93,632.59,192.03,167.46,173.27,91.8,283.06,11.15,572.01,38.44,510.13,3.29,510.13,61.44,176.11,231.46,53.24,474.37,65.29,0,113.48,324.55,206.45,0,0,5592.96,4774.37,612.14,367.56,0,0,246.44,365.71,56.66,0,64.57,0.71,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.545106448154388,0.779983150800337,0.22001684919966305,84,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1990,Pittsburgh,PA,66.27,81.52,63.03,263.11,157.98,0,44.69,1557.57,0,1557.57,1589.88,660.66,182.52,161.21,239.08,96.23,266.45,9.77,560.04,32.31,537.49,3.33,537.49,92.04,190.2,232.04,52.3,469.01,72.86,0,131.19,330.3,205.49,0,0,5709.71,4899.62,604.6,489.1,0,0,257.81,346.79,69.5,0,72.22,0.64,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.184737853417513,0.7610364053788128,0.2389635946211873,91,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1991,Pittsburgh,PA,68.52,85.88,69.13,273.11,302.45,0,49.85,1606.09,0,1606.09,1638.99,683.62,201.14,179.68,195.7,97.18,305.65,10.68,535.78,32.89,493.52,1.33,493.52,52.32,180.15,281.53,49.58,543.2,79.8,0,119.33,356.66,200.41,0,0,5936.33,5075.35,660.57,550.47,0,0,305.39,355.19,77.15,0,79.26,0.54,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.527944862155388,0.7791492541444108,0.2208507458555891,63,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1992,Pittsburgh,PA,77.82,88.47,66.12,293.03,390.14,0,55.04,1673.71,0,1673.71,1709.45,715.12,205.56,188.77,142.46,100.15,314.9,10.14,528.18,35.74,535.28,0.33,535.28,49.41,196.01,296.24,60.62,566.98,94.83,0,126.75,383.74,195.23,0,0,6156.63,5313.8,647.59,582.02,0,0,303.88,343.71,77.13,0,94.34,0.49,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.1239059369397872,0.7575114429641753,0.24248855703582478,62,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1993,Pittsburgh,PA,73.12,89.64,55.69,280.93,412.19,0,57.93,1670.45,0,1670.45,1704.52,786.39,195.88,173.27,134.24,103.8,360.29,9.58,588.77,34.07,503.64,0.25,503.64,78.33,212.46,347.26,62.49,610.66,107.21,0,135.77,384.27,338.58,48.83,0,6414.51,5483.94,591.99,624.75,0,0,254.96,337.04,77.61,0,106.71,0.5,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,3.2390635201940117,0.7640988404075076,0.23590115959249236,45,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1994,Pittsburgh,PA,64.45,83.71,60.76,325.77,188.21,0,55.71,1569.36,0,1569.36,1603.26,734.21,203.58,214.5,188.37,116,364.7,6.96,622.12,33.9,500.75,0.15,500.75,53.56,141.81,312.76,116.85,579.01,106.97,0,159.61,437.47,364.28,40.36,0,6100.4,5232.72,503.4,430.14,0,0,289.47,213.93,67.93,0,106.47,0.5,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,2.9238104141348042,0.7451456888952421,0.2548543111047578,57,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1995,Pittsburgh,PA,59.91,84.18,61.09,306.5,99.91,0,58.03,1532.05,0,1532.05,1565.47,738.57,211.86,245.06,248.04,109.71,366.64,5.44,590.78,33.42,561.89,0.18,561.89,53.45,151.46,356.21,101.31,631.54,138.25,0,159.18,493.03,338.07,0,0,6118.66,5289.19,491.4,401.4,0,0,309.84,181.57,61.12,0,137.8,0.46,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,2.5765641952983724,0.7204020547668163,0.2795979452331837,48,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1996,Pittsburgh,PA,61.32,85.44,60.53,246.36,98.13,0,66.67,1592.53,0,1592.53,1596.97,716.55,187.86,274.77,223.63,112.53,387.24,0.79,581.16,4.44,619.89,0.29,619.89,54.41,105.35,309.96,39.08,565.28,155.33,0,165.96,542.63,333.81,0,0,6084.63,5245.03,505.79,376.17,0,0,307.83,197.96,57.71,0,154.87,0.45,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,1.995493465525011,0.6661651873025425,0.3338348126974576,69,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1997,Pittsburgh,PA,50.66,84.99,68.44,225.09,203.35,0,69.49,1661.86,0,1661.86,1670.06,1134.29,194.36,269.44,171.73,111.2,735.1,0.54,562.09,8.2,588.13,0.19,588.13,53.23,136.71,305.22,21.01,569.6,146.13,0,175.49,526.77,407,0,0,6728.71,5704.36,617.35,428.32,0,0,336.35,281,86.81,0,145.71,0.43,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,2.088688154383084,0.676237952808242,0.32376204719175805,69,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1998,Pittsburgh,PA,68.76,83.9,63.58,235.72,99.98,0,65.15,1647.13,0,1647.13,1655.12,1028.2,203.75,275.09,162.46,28.63,690.89,0.51,582.45,7.99,693.15,0.28,693.15,37.46,132.86,325.33,19.48,594.74,237.41,0,147.86,541.13,298.5,0.01,0,6550.89,5630.4,622,299.9,0,0,357.18,264.82,56.3,0,237,0.42,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,1.3703298091908511,0.578117780857945,0.4218822191420549,66,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
1999,Pittsburgh,PA,47.71,83.79,56.33,202.89,110.34,0,66.12,1631.01,0,1631.01,1640.51,932.33,202.72,275.29,164.12,28.44,580.69,0.14,560.19,9.5,688.17,0.22,688.17,58.62,188.19,327.13,15.06,596.12,277.53,0,132.94,581.26,295.61,0.01,0,6465.25,5534.56,635.08,333.08,0,0,378.22,256.85,30.29,0,277.19,0.34,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,1.1787194177206068,0.5410147851685245,0.45898521483147553,75,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2000,Pittsburgh,PA,38.73,89.69,55.66,199.94,99.24,0,71.15,1523.24,0,1523.24,1532.48,1298.73,208.15,379.43,181.02,25.57,792.57,0.15,688.57,9.24,612.07,0.2,612.07,53.56,347.02,310.56,15.87,590.01,258.39,0,128.4,663.39,466.62,0.02,0,6968.74,5919.01,583.11,333.81,0,0,345.28,237.83,30.53,0,257.97,0.41,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,1.2019040984558227,0.545847614025837,0.45415238597416285,77,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2001,Pittsburgh,PA,31.21,105.67,57.11,206.08,121.4,0,66.86,1759.07,0,1759.07,1768.08,1338.85,211.53,371.23,162.48,29.18,848.36,0.15,625.02,9.01,583.32,0.25,583.32,78.85,317.24,310.45,12.09,588.99,283.32,0,143.81,683.73,587.29,0.1,0,7502.9,6156.79,758.83,362.72,0,0,458.74,300.09,29.18,0,282.99,0.33,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,1.09575744740929,0.522845546255284,0.477154453744716,83,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2002,Pittsburgh,PA,53.63,95.9,77.21,244.22,246.25,0,66.82,1850.98,0,1850.98,1861.49,1388.3,223.46,419.79,169.44,91.24,743.76,9.98,742.23,10.5,548.21,0.26,548.21,79.12,276.32,333.51,17.49,633.77,315.68,0,284.29,826.72,294.2,0.03,0,7868.1,6739.74,834.16,494.81,0,0,446.62,387.54,83.66,0,315.32,0.36,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,1.056481246832235,0.5137324974198616,0.4862675025801383,76,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2003,Pittsburgh,PA,81.25,108.5,56.78,266.25,68.27,0,66.94,1888.86,0,1888.86,1898.72,1326.44,235.75,442.79,123.66,149.05,785.62,10.13,677.76,9.86,713.28,0.28,713.28,78.11,242.55,344.71,19.72,657.51,328.86,0,199.32,920.69,287.31,0.05,0,7785.19,6730.69,767.19,270.03,0,0,381.02,386.17,98.68,0,328.56,0.3,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,1.0481968010703642,0.5117656665231528,0.4882343334768473,65,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2004,Pittsburgh,PA,68.45,102.33,53.62,245.06,69.17,0,67.34,2011.92,0,2011.92,2021.72,1193.35,239.68,457.28,134.65,116.25,721.92,10.17,674.47,9.8,767.72,0.2,767.72,103.32,201.14,321.31,20.65,638.5,364.48,0,177.86,938,299.7,0.07,0,7797.32,6785.97,711.65,307.14,0,0,362.84,348.81,92.22,0,364.15,0.33,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,0.881557287093942,0.46852535032590154,0.5314746496740985,73,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2005,Pittsburgh,PA,57.57,96.2,51.31,224.57,67.6,0,66.05,2006.31,0,2006.31,2016.03,1164.47,241.48,500.57,144.34,57.48,746.92,10.43,581.55,9.72,684.02,0.25,684.02,111.93,126.11,273.86,19.5,591.81,367.19,0,213.06,925.24,323.28,0.08,0,7446.49,6511.57,611.64,323.87,0,0,355.91,255.73,78.13,0,366.87,0.32,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,0.7458264113946459,0.4272053661960846,0.5727946338039155,89,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2006,Pittsburgh,PA,41.56,92.96,108.15,288.51,55.94,0,75.18,2159.06,0,2159.06,2168.7,1027.49,206.66,511.26,204.34,29.49,776.55,9.87,492.82,9.64,655.99,0.19,655.99,120.54,86.04,253.24,45.83,544.94,345.45,0,164.26,886.2,355.03,0.1,0,7406.62,6445.49,606.1,380.82,0,0,367.69,238.42,0.44,0,345.16,0.29,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,0.733072803589521,0.4229901952596502,0.5770098047403497,110,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2007,Pittsburgh,PA,59.51,91.68,37.35,210.82,68.39,0,76.18,1906.59,0,1906.59,1934.58,1092.79,180.77,526.81,99.48,3.24,691.75,10.3,470.91,27.98,816.93,0.19,816.93,147.41,111.07,269.89,22.28,537.14,368.01,0,197.23,898.05,370.22,362.04,0,7414.6,6276.52,767.85,315.28,0,0,485.05,282.8,92.56,0,367.71,0.3,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,0.7333768104127605,0.423091393635366,0.5769086063646339,115,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2008,Pittsburgh,PA,40.91,88.14,101.3,273.68,62.35,0,73.86,1818.16,0,1818.16,1843.41,1163,170.2,538.37,75.36,3.3,806.54,10.56,503,25.25,540.02,0.23,540.02,158.62,105.56,268.89,43.33,523.51,359.82,0,177.69,901.49,357.47,375.79,0,7230.9,6044.45,828.98,296.33,0,0,516.68,312.3,72.98,0,359.48,0.34,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,0.7472903118225779,0.4276852602948895,0.5723147397051104,124,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2009,Pittsburgh,PA,38.29,87.74,94.18,254.47,71.09,0,80.21,1826.32,0,1826.32,1853.12,1169.5,178.39,574.06,61.22,0.54,797.05,10.27,467.39,26.8,791.9,0.27,791.9,135.34,133.39,329.7,34.26,598.58,365.52,0,180.11,940.12,367.77,391.39,0,7524.75,6342.73,814.25,267.66,0,0,494.26,319.99,58.69,0,365.19,0.33,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,0.9020026263952725,0.4742383705877276,0.5257616294122723,105,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2010,Pittsburgh,PA,41.16,89.41,119.05,269.43,58.74,0,76.54,1832.43,0,1832.43,1858.29,1284.46,185.85,553.03,67.51,0.55,784.49,10.55,456.67,25.86,995.83,0.27,995.83,100.5,109.11,311.57,19.81,584.51,325.94,0,355.5,879.52,365.75,380.18,0,7762.91,6555.46,841.7,226.75,0,0,482.29,359.41,35.09,0,325.59,0.35,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,0.9559121310670675,0.48872958855547366,0.5112704114445263,113,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
2011,Pittsburgh,PA,45.75,89.5,83.37,236.75,54.14,0,77.77,1815.74,0,1815.74,1840.74,1523.56,183.04,487.04,70.16,0.53,907.74,10.37,441.92,25,904.32,0.26,904.32,65.85,224.7,326.99,18.13,598.17,276.03,0,356.43,763.59,357.27,386.24,0,7786.08,6499.22,929.6,190.16,0,0,489.28,440.32,34.43,0,275.7,0.33,0.5321877404462683,2.7004424778761056,0.39574573336631214,0.8742724097788128,0.6022021787513177,1.184617614027461,0.5422539882590959,0.45774601174090407,101,268.43868374262377,60.220217875131766,683.9,426.85,1429.8,388.07
