"date","Alabama_state","Alaska_state","Arizona_state","Arkansas_state","California_state","Colorado_state","Connecticut_state","Delaware_state","District of Columbia_state","Florida_state","Georgia_state","Hawaii_state","Idaho_state","Illinois_state","Indiana_state","Iowa_state","Kansas_state","Kentucky_state","Louisiana_state","Maine_state","Maryland_state","Massachusetts_state","Michigan_state","Minnesota_state","Mississippi_state","Missouri_state","Montana_state","Nebraska_state","Nevada_state","New Hampshire_state","New Jersey_state","New Mexico_state","New York_state","North Carolina_state","North Dakota_state","Ohio_state","Oklahoma_state","Oregon_state","Pennsylvania_state","Puerto Rico_state","Rhode Island_state","South Carolina_state","South Dakota_state","Tennessee_state","Texas_state","USA_us","Utah_state","Vermont_state","Virgin Islands_state","Virginia_state","Washington_state","West Virginia_state","Wisconsin_state","Wyoming_state"
2006-09-11,"3283","1214","2339","3175","30767","1737","2699","610","257","8598","7406","920","1044","10377","5849","3525","2203","3555","2918","879","3342","5492","11558","3778","1998","4741","622","1018","2243","669","7463","846","14579","10312","1214","8512","1292","4996","16285","3335","1194","4029","209","4396","11981","314000","747","441","47","3823","6398","1286","7846","184"
2006-09-18,"3965","1370","2949","2704","35480","1918","2877","1151","288","9458","9335","1033","754","9376","6117","3190","1795","8349","2638","826","3117","5761","12359","4983","2226","7482","605","1011","2224","667","8242","915","15721","13250","259","8987","1540","4562","16041","3741","1078","7190","202","5527","10329","324000","835","469","72","6288","6043","1024","8498","215"
2006-09-25,"3894","1477","2832","3071","36282","1775","2565","1035","267","8892","6859","889","1006","9481","6172","2416","1708","3200","2391","779","3110","5196","27872","3407","1989","8659","737","917","2410","805","7801","828","15200","9751","187","8591","1652","4497","14717","3129","875","5659","233","4508","11119","319000","929","827","50","3786","6031","988","7718","227"
2006-10-02,"3341","1400","2638","3126","36027","1924","2555","1067","292","8340","6087","898","891","9408","8026","2340","1979","6210","1997","937","2822","5686","15332","3545","1925","7816","783","1229","2423","597","7466","880","14323","9077","189","9023","1486","4324","15548","2459","966","5348","237","4721","11507","309000","911","404","38","3941","5745","808","8039","207"
2006-10-09,"5433","2315","3632","4112","40188","2625","3492","1276","347","10789","9083","1241","1362","12608","7720","3110","2483","9302","2530","900","4052","6077","19743","5684","2506","7123","1103","1279","2938","741","8803","1300","16619","10059","365","10709","1800","5924","19886","3829","1127","6082","320","5200","13144","316000","1207","553","98","5436","7750","1487","9822","332"
2006-10-16,"4322","1927","2830","3276","38388","2527","2686","1201","264","9406","7334","1058","961","10388","5893","2936","2120","5920","2154","902","3368","5476","22986","4455","2225","5455","1012","1192","2475","679","7751","900","15456","9616","556","8776","1468","5302","15799","2648","946","6591","222","5065","12306","305000","904","587","66","3670","6626","1083","9348","361"
2006-10-23,"4733","1714","3006","4001","37676","2540","2899","1169","282","9911","8764","1226","2054","14141","7961","3356","2216","5866","2246","1193","3585","6291","17966","4557","2188","5876","1509","1151","2612","719","8343","1152","17418","10555","1347","11639","1442","5712","18620","3676","1037","4942","319","5108","12120","313000","1028","875","57","3821","7808","1123","9488","334"
2006-10-30,"4636","1887","2999","5015","41061","2408","2857","1257","290","8963","8446","1039","1490","12076","8460","3551","2474","7961","2283","1272","3353","6894","14655","5811","3120","8890","1156","1167","1976","774","8609","1016","18448","11524","416","12303","2171","5702","18708","2809","1062","5852","291","5304","11680","328000","1042","928","32","5793","7666","1100","10081","321"
2006-11-06,"4411","2257","2973","4523","40827","2625","3068","1399","289","10015","11448","1124","1875","13414","7263","3471","2225","9946","2709","1496","3929","6955","18539","6300","2331","6964","1694","1137","2834","926","10066","973","19061","11216","637","12301","1822","6679","20717","2861","1305","7296","385","6156","14075","319000","1204","1088","41","6529","9768","1223","11872","469"
2006-11-13,"3531","1988","2795","4181","41241","2112","2553","609","268","7724","8471","954","2118","9585","5893","2965","1785","4385","1931","1549","3390","7213","17198","6313","2878","5743","1079","1068","2324","696","9299","989","18988","11271","570","10092","1398","6081","17072","2776","1207","5833","361","4950","12753","311000","993","784","25","4679","9313","1103","10750","324"
2006-11-20,"4498","2531","4293","6849","51190","2902","4101","1132","319","10744","8538","1204","2746","18894","9156","3992","2633","6822","2971","1879","4591","7699","20494","8439","2513","7918","1417","1449","3156","1044","13115","1277","18997","12414","1462","13183","1824","8565","25997","3020","1275","5817","548","5115","14953","326000","1478","1059","36","5634","11501","1520","12303","483"
2006-11-27,"3469","1564","2202","6203","40320","2013","3105","1033","188","6040","6434","856","3127","13297","10998","5003","2894","6001","2048","1451","4085","8069","17567","7189","3638","6114","1582","1546","2697","826","9235","876","16882","8677","1059","12255","2169","7991","23467","10","1291","3303","342","4264","19859","349000","1031","1059","11","4935","8876","1093","22958","307"
2006-12-04,"7374","2061","3314","5066","49679","3746","4437","1612","347","9732","20750","1061","3691","19043","10864","5918","4013","6178","2752","1786","4896","8687","22215","10815","3707","9925","2762","2098","3651","1110","12431","1172","27247","25186","1466","14299","1716","7901","36249","3604","1380","12403","794","7521","14252","327000","2142","1188","36","7133","16288","2636","17998","566"
2006-12-11,"4952","1754","3446","4611","41293","2994","4659","1386","287","10953","10410","1005","2830","27098","11804","5478","3459","4676","2728","2197","4379","10090","22888","9976","2919","11370","1464","1676","3572","1270","12375","1190","19279","10961","1077","19120","3014","6717","26196","2478","1582","5673","703","6038","13500","311000","1602","1108","34","5726","9773","2926","14995","432"
2006-12-18,"5186","1738","3249","4856","47305","2501","4394","1301","310","8962","7933","963","2587","19228","7658","4147","2774","13678","2473","1960","4016","8979","23262","7564","2651","9065","1215","1903","3493","1127","10603","1408","20564","11693","820","14940","2402","7168","22132","2290","1938","5508","514","8380","13302","318000","1448","885","30","6273","8045","1956","12519","376"
2006-12-25,"4440","1776","2975","8107","49129","2428","5772","1477","310","9093","8134","1001","3190","18701","17202","7678","4626","17725","2641","1788","5907","11418","27083","9750","4440","11062","1488","2407","4030","1431","13261","1394","18624","10473","921","18089","2986","9746","28941","3499","2492","5093","695","5223","17091","323000","1708","1343","25","8292","11433","1556","14921","342"
2007-01-01,"8056","1550","2190","7753","40045","1971","10282","1660","230","5994","12048","1048","3813","16633","15950","12924","3797","11615","1930","1809","8105","17466","43106","9337","3536","11135","1430","2494","3235","2317","19561","1048","24311","15210","992","24022","1868","10550","46369","852","3792","11861","502","6926","11423","341000","1378","2478","19","7162","12006","1225","32383","582"
2007-01-08,"13183","1479","2955","6028","44405","3421","9510","1250","216","8911","23748","1322","2531","17779","12878","5088","2770","8195","1978","2764","5641","12084","26328","8354","3720","11791","1294","2193","2695","1740","18573","950","51348","29704","853","20815","2060","10148","34664","755","2909","12584","538","14571","12699","330000","1653","1174","13","9239","11732","1973","20415","438"
2007-01-15,"11824","3316","3642","4286","54520","3898","8355","2599","368","12319","14761","1487","3626","19559","12844","5799","3402","11677","5089","2622","6353","10309","35198","13106","3376","13500","2177","2228","3846","1552","17291","1618","24584","19632","1706","20239","2681","8993","39106","5258","2526","7887","758","18348","16331","296000","1832","978","49","7801","10392","3574","16790","697"
2007-01-22,"5725","1836","3555","4074","43524","3290","4752","1076","292","9933","8516","1074","2564","17357","9259","4737","4490","8735","2449","1860","4633","8421","23923","6839","2117","10286","1283","2114","3057","1212","9851","1283","19301","12731","656","14376","2371","7310","26906","4805","2006","7194","489","7222","11349","335000","1598","931","47","6309","11050","2241","14032","542"
2007-01-29,"4110","1844","3511","4072","49038","2776","4542","1689","316","10981","9550","1243","2141","16105","9211","3793","3213","5447","2589","1850","4995","8077","17101","5821","2286","10893","1019","1573","3056","1163","11302","1230","20183","11846","538","14538","2506","7910","26951","3889","1740","7046","430","8189","14371","308000","1283","748","63","5430","9041","2027","14260","433"
2007-02-05,"3531","1711","3025","3069","47582","2865","4412","1592","251","9580","8621","1108","1834","16208","8434","3674","3131","6320","2329","1787","4508","7860","18437","5909","2178","7643","1025","1722","2862","1142","12038","1037","18765","12312","652","13750","2804","6746","24797","3370","1671","4552","457","6257","12348","310000","1244","819","63","7716","7693","1778","13381","418"
2007-02-12,"3585","1629","3157","3678","46512","2429","4259","1856","267","10374","8328","1153","1910","16392","9359","3701","2467","5880","2205","1416","5422","8268","19396","6611","1909","7837","931","1557","2818","1186","11816","930","19340","14830","587","19032","2535","6815","32454","3516","1610","6886","394","6435","11851","338000","1102","727","48","7214","7777","1895","18307","425"
2007-02-19,"3882","1487","3014","3067","43754","2216","3318","1542","213","8433","7605","970","2101","12760","7403","3309","2660","5008","1959","1323","4404","6700","15309","5293","2065","6284","949","1294","2829","903","8003","905","18917","10957","507","12377","2120","5916","27711","2929","1915","4270","356","4878","11031","321000","1068","604","59","4956","7449","2009","14552","402"
2007-02-26,"3171","1405","2729","2986","39374","1901","6310","1488","238","8832","6426","884","1840","12034","8889","3183","2043","4063","1786","1340","4000","11321","17372","4703","1739","5961","765","1177","2648","900","11452","988","16926","11901","360","10755","2070","6034","24921","2560","2509","3946","296","5003","10477","322000","967","836","45","4616","7403","1725","11372","330"
2007-03-05,"4361","1519","3211","3570","45770","2170","5094","1260","274","9432","7205","1112","2054","13790","6803","2615","3870","7467","2441","1340","3607","6656","20962","4808","1887","5683","905","1363","3020","1318","9485","968","27694","9855","339","10162","1836","7402","22162","2912","1576","4258","298","4282","11865","320000","1185","1034","43","5549","7939","1333","12075","375"
2007-03-12,"4021","1678","3260","2842","42589","2127","3558","1375","239","9971","8022","997","1747","11999","6232","2884","2076","7173","2279","1272","3695","6395","12923","5758","2104","5422","849","1317","2730","945","9398","927","16928","12497","348","10533","1489","6157","23165","3185","1370","4605","326","5083","14702","308000","971","700","45","5327","7531","1262","13519","380"
2007-03-19,"4570","1641","3321","2845","38510","1905","2918","1146","258","9338","7595","1033","1559","10568","5641","2755","1784","3766","2216","1179","3035","5820","12895","5051","6295","5608","842","1134","2714","762","8250","885","15980","9912","421","13164","1341","4990","21217","3084","1381","4060","273","3987","12129","309000","850","717","39","4962","6816","1000","12693","332"
2007-03-26,"3462","1538","2963","3016","40364","1732","3303","1201","220","9409","6646","1230","1497","11531","6856","2611","2451","3798","2216","1237","3267","5896","15731","5138","1960","6441","779","1113","2756","786","7707","1087","15833","9348","279","9380","2575","5482","19862","2417","1338","4716","229","4656","11644","303000","817","668","32","4492","6843","915","11656","308"
2007-04-02,"4408","1319","3666","2801","38875","2014","2851","1082","242","8071","6481","1011","1577","11882","6106","2383","2405","4629","2105","1525","3000","5366","14050","4734","1701","8117","748","994","2591","885","8478","1243","14342","9183","266","9931","1569","7262","18875","2682","1161","4075","249","4395","11373","307000","980","617","38","4114","6926","782","11703","355"
2007-04-09,"4728","1979","5923","4240","47519","2484","3092","827","274","11688","8179","1109","1885","14125","6086","2961","2709","5052","2447","1636","5005","6565","13529","5700","3382","6735","1302","1550","3714","1004","10669","1128","18184","10949","462","11559","2175","7894","26709","2247","1381","5203","339","4800","13540","332000","955","818","54","5129","9665","1527","14844","606"
2007-04-16,"3896","1448","5421","3237","42210","2490","3601","1193","244","10245","9359","1038","1753","10806","7502","2553","2337","4650","2545","1318","3763","5584","10977","4857","2332","5755","763","1021","2930","886","13612","1203","34221","11115","418","11429","2305","6014","21559","4127","1335","6756","326","5742","12119","327000","1032","861","59","4089","7490","1351","13483","557"
2007-04-23,"3579","1514","4621","3014","42973","2367","6384","1306","188","10818","8198","959","1241","11491","5697","2115","1915","3736","3993","1252","3304","11148","14428","4265","2425","5055","846","885","2705","1020","10387","992","20652","13790","259","9070","1627","5785","21268","2680","2706","5938","268","7085","12512","321000","1144","1506","58","3930","7018","1216","10330","321"
2007-04-30,"3455","1400","4235","2757","42595","2215","4795","1109","288","10150","6432","1031","1257","10381","5192","2523","2064","3621","2527","1277","3024","5986","10551","3862","2091","5105","777","952","3088","1276","10059","975","15805","9742","311","9690","1447","5313","19582","3000","1262","4744","222","4453","11466","301000","939","903","24","4071","6825","1029","9524","270"
2007-05-07,"3928","1340","4007","3257","41866","2146","3202","701","292","10517","7422","1026","1277","11184","5489","2300","3828","7674","2378","1079","3262","5942","10324","4289","2588","6204","745","977","2973","812","8458","969","15129","10217","243","9189","1689","5810","19322","3081","1294","4352","203","5604","12506","300000","908","723","39","4008","6854","1218","9730","226"
2007-05-14,"3939","1271","3768","2535","40345","1842","2827","644","334","11280","7941","1064","1141","10159","5597","2211","2493","3497","2180","960","3235","5895","10100","4103","3477","5541","727","1054","2600","672","7937","917","14364","9869","258","8439","2037","5715","17110","2763","1030","3953","214","5355","12173","297000","849","578","49","4594","6387","1067","9153","273"
2007-05-21,"4381","1394","3963","3836","40953","1895","2919","612","325","11241","8070","1096","1011","10159","5446","2046","2573","3418","2582","1081","3312","5828","9919","4398","3285","8647","547","971","2612","653","8488","958","14417","13727","303","9272","2307","4699","17789","2963","1117","5079","304","4760","12751","310000","1054","871","52","4418","6121","1084","8433","306"
2007-05-28,"3958","1605","3660","3130","41041","2037","2994","725","369","12230","7092","989","1134","10565","6448","2167","2379","3433","2425","990","3410","5938","11807","4382","3532","6575","1005","1145","2470","733","8619","1144","16220","10250","482","9524","1790","5956","17710","3158","1029","4858","409","4597","14900","310000","942","525","37","3958","6505","932","9211","273"
2007-06-04,"4529","1412","4210","3728","34093","1918","2647","705","249","11129","8193","864","1302","11497","5842","2922","2801","4236","3115","1036","3108","5647","11824","5328","3178","7208","1006","1119","2677","565","6951","1516","14672","9644","633","9340","2261","5075","17113","3891","861","4185","373","4964","12984","313000","967","479","43","3628","5500","873","9076","410"
2007-06-11,"4221","1367","4252","4014","44426","2221","3020","937","320","14705","9948","1125","1400","14659","6575","2550","2203","4625","3229","1149","3854","6131","10731","5267","2903","7489","912","1055","3054","747","8432","1365","15796","10436","438","10292","2070","5831","22333","4797","1135","6605","329","5865","13885","313000","1103","433","49","4537","6403","1242","9592","311"
2007-06-18,"3980","1230","4617","3587","43362","1891","2857","1142","329","14041","7692","1071","1185","12130","5711","2573","2122","4251","2438","1014","4505","6511","11602","4503","2415","5818","743","997","3365","700","9455","1051","13996","11085","267","10483","1606","5320","26550","3612","1375","5450","355","4923","12433","320000","954","671","34","3977","5938","1111","11619","304"
2007-06-25,"3489","1065","4030","2882","42728","1666","4615","920","384","12992","7398","1153","1031","10629","5711","2121","2038","4150","2462","1066","5304","11050","12921","3927","2098","5714","633","926","3223","1204","16142","1038","15070","8882","233","9703","2489","6282","22295","3097","2292","4379","399","4508","12104","313000","979","1077","60","3997","6787","1134","9879","227"
2007-07-02,"3857","1056","4261","3645","43889","2012","5990","627","335","10642","6556","997","1135","10983","7699","2105","2007","6566","2560","1065","3913","9244","14734","4344","2465","6240","591","926","3005","1145","18269","999","19044","10052","289","9780","2153","5419","19281","2779","2461","4527","441","4441","12664","317000","1093","746","63","4330","7131","976","8576","240"
2007-07-09,"5737","1267","5310","5909","45912","2068","5638","1255","329","10858","9410","1209","2120","14487","13554","6152","3732","6018","2909","994","4870","9030","46016","5775","3149","9601","998","1500","3730","1647","13136","1209","31267","9818","1445","22610","3823","7639","26002","4201","2340","5179","365","6150","13403","321000","1224","867","75","4912","8381","1570","20411","343"
2007-07-16,"10869","1153","4831","4019","43517","1991","4380","1500","324","16886","15143","1237","1698","11864","9032","2289","2551","6814","2822","1164","3832","6773","27747","4470","4073","9086","774","1077","3096","933","10368","1083","24586","22660","420","11579","2094","6422","27292","4182","1984","9992","282","12899","12719","317000","1129","512","100","6595","6705","1564","12448","279"
2007-07-23,"6125","1016","3970","3227","41005","2070","3302","910","389","14046","9226","1043","1128","14428","6644","2001","2715","7487","2639","915","3623","5976","21308","3628","2491","6093","579","917","2869","717","8196","1028","14835","11717","248","11227","1768","4455","17521","3706","1376","6129","215","9538","12488","310000","997","444","41","4730","5812","1338","7849","221"
2007-07-30,"4115","1032","3663","2929","41351","1837","3062","804","350","11892","7660","1041","1074","10583","5583","2194","2334","4353","2194","854","3612","5894","14690","3492","2387","5570","561","876","2879","667","7855","950","14240","8745","295","9055","1536","4592","16429","53","1158","4371","223","5840","11496","305000","827","434","32","4260","5744","1128","8387","243"
2007-08-06,"3749","1071","3716","3081","39352","2013","3196","808","340","11415","7777","1110","1245","11265","5887","2934","2146","9084","2376","780","3881","6220","13514","3901","2429","5247","543","953","2958","697","9051","951","14491","8685","205","9052","1444","4758","17505","4722","1199","4549","199","5108","12384","314000","1087","401","42","4034","6880","1064","8841","223"
2007-08-13,"4210","1041","3896","2680","41925","1860","3355","724","353","11844","8060","1053","1150","10556","6083","2036","2030","5031","2844","888","3797","5871","9691","3733","2243","5495","662","934","3591","719","8647","822","15834","10418","217","9222","1535","4951","16890","4834","1143","4560","169","4611","12694","316000","1013","485","44","3946","6288","1017","8473","252"
2007-08-20,"4183","1015","4077","2721","37942","1805","2925","651","321","13148","7387","870","1387","10329","5784","2260","1947","3502","2092","737","3525","5544","12945","3621","2204","5566","537","902","2972","697","8641","1023","15419","11288","188","8527","1513","4897","16375","3391","1062","4576","187","4700","11386","321000","960","399","50","4220","5839","1035","8069","232"
2007-08-27,"3281","1124","3961","2781","40150","1796","3009","786","288","12200","7640","1126","1104","11572","5695","2253","1951","3599","2148","785","3826","5467","11835","4057","2239","5544","542","923","2894","681","8895","948","18600","9163","189","9050","1797","4519","18392","3310","1099","5577","210","3887","11539","329000","996","407","44","4265","5688","997","11112","238"
2007-09-03,"3870","1142","3485","3140","38814","1851","2843","722","313","11873","7143","1021","1378","10348","5396","2071","2157","4679","2261","895","3417","5197","11620","4095","2272","5223","602","870","2954","631","7810","875","17027","10014","198","8441","1624","4936","17188","2713","1133","4058","240","3718","13068","314000","1054","448","27","3752","5717","968","9921","241"
2007-09-10,"3830","1133","3469","3595","34465","1752","2570","855","270","9875","8411","1004","1312","10673","5235","2019","2083","3399","2108","558","3321","5602","13361","3739","1809","5112","624","1107","3126","680","7662","872","14859","9594","178","8699","1865","5122","16300","2990","1023","4267","155","3802","10598","321000","919","628","53","3482","6098","904","8151","208"
2007-09-17,"3879","1266","3929","3058","39835","1844","2689","1125","293","13385","10019","1169","1038","10479","6764","2267","1755","3335","2246","846","3450","5568","10650","3904","1890","5774","683","911","3012","656","8722","1335","15443","10805","155","7997","1580","4973","16181","3583","1245","6447","174","3941","11520","313000","1054","517","81","4097","6046","942","7201","213"
2007-09-24,"3670","1407","3541","2614","39782","1838","2689","788","283","14153","7307","895","1035","9957","5353","2002","2265","3614","2256","833","3424","5454","9073","4139","2215","5104","725","940","3074","654","7974","969","15028","8815","166","8136","1521","4920","15183","2824","1110","4143","175","3789","11439","302000","994","544","60","3892","6045","820","7783","229"
2007-10-01,"3441","1349","3472","2901","39485","1786","2497","802","262","11397","6449","952","1113","9663","7281","1929","2017","4685","2660","764","3461","5200","13505","3748","2081","5970","684","774","2764","641","8192","912","13725","10530","170","10132","1324","4904","15865","2748","1052","4439","193","4034","12751","317000","1023","472","48","3568","5916","888","8540","272"
2007-10-08,"4402","1490","4059","4169","45802","2610","3206","740","308","12713","9704","1189","1530","12528","7142","2101","1863","7844","2192","939","3045","6499","16011","4340","2402","8401","921","905","3093","700","9534","964","16819","10094","188","10414","1410","7043","17857","3136","1085","4715","217","4659","12528","316000","1188","606","69","5262","7424","778","9176","303"
2007-10-15,"4395","2270","3889","3641","40885","2335","3190","1512","245","14295","8681","1269","1518","14167","7527","3442","2472","5239","2655","847","5195","5744","21731","3611","2613","6265","1109","1094","3396","719","8149","1084","15116","11662","215","12937","1599","6603","19062","3707","1145","5763","231","5394","12809","335000","1125","590","91","4021","7790","1339","9751","385"
2007-10-22,"3999","1642","4146","4274","47912","2230","3113","961","291","13355","8535","1231","1737","13183","8435","3198","2547","4561","2413","1065","4011","6363","16739","4186","2350","6110","1105","1394","3286","750","9122","1035","17706","10696","248","11190","1622","6829","18830","3296","1066","6347","375","5165","11912","334000","1338","809","73","4401","8117","1270","10704","402"
2007-10-29,"3555","1849","4021","4730","48901","2126","3021","940","267","12421","7832","1063","1719","11481","7024","2637","2157","5882","2492","1099","4414","6118","12158","4458","2502","6305","1178","1007","2595","722","9270","1077","16160","10802","350","13862","2021","7290","22355","2897","1334","4800","330","5011","12562","328000","1182","786","55","4256","8240","1182","10472","389"
2007-11-05,"4286","1949","3874","3936","49976","2158","3253","1089","294","12189","10149","1059","1807","13509","7769","5238","1997","4315","2532","1292","4209","7113","16757","4952","2152","6289","1219","1206","3298","813","10432","1166","16677","14489","421","13764","1603","6762","21730","2592","1453","6722","279","5900","12983","327000","1394","982","33","4899","8885","1444","10131","411"
2007-11-12,"4479","2073","4219","4210","55672","2509","3536","1119","314","13121","9667","1141","2249","14201","7841","2841","2386","4353","2742","1403","4639","8036","23652","5929","2787","6194","1164","1085","3981","914","13158","1370","19071","13619","462","12206","1666","6766","22777","2644","1392","5913","348","6351","13779","333000","1503","1030","59","6219","10204","1555","10763","448"
2007-11-19,"4047","1887","3582","4429","49767","2408","3361","815","317","12063","9710","1006","2590","13487","7665","2515","1979","5150","2448","1490","4254","7227","17159","5990","2390","6115","1326","1090","3223","824","10147","1066","18763","12403","524","12115","1109","6782","21251","2485","1181","4643","399","5279","14876","332000","1412","973","67","4677","9927","1327","10972","432"
2007-11-26,"2737","1498","2874","7000","39332","2404","3516","1116","276","9195","6771","924","4099","13301","9725","5950","1757","5033","1958","1454","4548","8362","15004","6774","2608","4944","2175","1125","3467","1007","10643","862","17839","8261","656","13697","2236","8525","25662","1","1413","3448","343","3974","11451","352000","1292","1776","31","4203","9997","1230","25098","475"
2007-12-03,"6872","1911","2982","5885","56199","3048","5032","1483","390","14059","18972","1377","3467","19341","12048","4695","2998","7165","4561","2424","5290","8435","22131","9783","5167","9074","2262","1789","4664","1112","11812","1322","29772","22479","1272","16215","2025","10517","36942","3692","1710","11526","704","7752","14542","344000","2070","1210","56","8588","12087","2765","18708","520"
2007-12-10,"5102","1843","4167","3509","55762","2815","4413","1031","295","15787","12807","1659","3001","23571","10740","6761","2902","9890","3019","1770","5040","10987","22630","9883","2617","7776","1497","2062","3906","1446","12801","1301","20500","13441","1164","20211","1706","9772","30549","2588","2157","6817","777","7524","13787","332000","2267","1184","45","6011","11663","2714","14928","535"
2007-12-17,"4278","1695","4322","5706","50408","4097","4407","1028","339","13200","8702","1869","3267","22434","11500","5370","4903","10194","2453","2160","5212","10604","19087","7610","2891","11696","1387","2396","4046","1366","11706","1187","22459","11923","934","16717","1648","7606","26343","1906","1742","5515","638","5309","13545","350000","2098","1050","43","5268","10510","1858","13671","739"
2007-12-24,"5291","1810","3710","7121","56753","3022","6971","1132","424","12211","9158","1179","3474","21040","16254","5203","4375","14012","2738","1956","5644","12547","31171","7549","4674","14861","1571","1949","4251","1544","15446","1284","21320","11084","939","20049","4768","10842","30607","2580","2522","6009","562","7134","17933","355000","2148","1453","44","7329","11132","1614","15368","518"
2007-12-31,"5807","1385","2620","7400","42300","2266","9323","1566","204","6584","9969","984","4545","17730","17366","13542","5372","14612","2077","1674","8147","16011","49653","7819","3024","9368","1434","2661","3902","2286","22305","1572","22781","12795","910","25660","2725","13415","45239","1874","3133","5653","536","7901","9309","360000","1835","2860","7","7112","13385","1207","33415","648"
2008-01-07,"12507","1584","3347","6589","44124","3258","9475","1246","267","9304","24074","1285","3108","17835","13840","5797","2916","8743","2178","2820","5291","13537","27523","8145","4913","12375","1413","1781","3309","1507","16986","1148","53095","34125","775","18071","2529","12918","38266","387","2676","14000","506","12469","12388","346000","1985","1267","16","9541","13280","1487","20242","452"
2008-01-14,"11335","3181","5218","5087","71318","4013","9182","3051","427","14188","19216","1912","4240","20213","16108","5850","3465","9065","3380","2791","7452","10567","29358","7967","4228","14170","2189","2180","5413","1523","15222","1552","27746","29214","1364","20245","2432","10479","39245","4811","3550","12269","698","18612","16181","322000","2447","975","92","10099","11297","3529","16878","719"
2008-01-21,"6792","2097","4644","4476","56986","3282","5377","1331","368","18493","10887","1410","2808","20681","10851","4570","2885","6160","4359","2041","5390","8812","25391","6332","2694","8960","1521","1846","4784","1303","11943","1494","22037","13813","732","17445","1907","8770","27285","4279","2452","6674","445","8134","14692","321000","2026","956","75","6352","10033","2609","13161","552"
2008-01-28,"4147","1701","3979","4442","57219","2412","4300","1084","306","14366","9242","1264","2809","16198","9096","3963","2816","5638","2694","1541","5894","8153","17845","5788","2180","8074","1536","1599","4294","1252","11013","962","20042","14528","556","14407","1999","7764","25913","3457","1996","6613","386","5636","11805","366000","1679","824","46","6692","9146","2084","15496","622"
2008-02-04,"4997","1893","4119","4755","54370","3404","4234","1243","359","16407","9758","1363","3201","15649","9576","3700","2797","5493","2613","1587","4844","7463","16122","5379","2476","8166","1450","1559","4324","1221","10498","1112","21165","15128","571","16622","2184","10037","28300","3478","1852","6612","343","6341","12968","350000","1901","753","60","6178","11856","2224","15083","446"
2008-02-11,"4563","1634","4582","3350","62227","2998","4042","1056","284","14997","10767","1596","2720","17604","9200","3580","3237","9659","2283","1545","4737","7964","16557","5114","2531","7432","1173","1361","4153","1193","10256","1128","20073","13382","430","13870","1868","10419","26692","3486","2037","6392","357","5899","12714","344000","1850","707","51","6129","10783","1614","12851","468"
2008-02-18,"4390","1481","4164","3301","46200","2823","3570","1011","274","13811","8849","1469","2494","13692","8545","3082","2289","4950","2455","1212","4572","7277","13730","4938","2420","7253","919","1227","4028","981","8957","1027","18603","14583","365","12014","1572","7341","24553","2718","2115","5113","305","5686","11990","339000","1615","590","39","5686","8706","1382","13110","409"
2008-02-25,"5276","1475","3746","2745","49222","2423","5563","1106","238","13433","9915","1136","2202","13352","7249","3033","2442","4920","4306","1408","4115","11185","14313","5023","2075","7293","779","1338","3454","1001","10451","998","18535","12754","382","11135","1384","7161","23435","2846","2814","5234","277","4596","11881","354000","1538","1137","36","5118","7725","1336","13155","319"
2008-03-03,"4573","1461","4237","3865","50509","2313","6082","1589","294","12593","9640","1338","2376","13681","7611","3310","2304","5635","2475","1808","4343","7529","12545","4596","2299","7110","965","1201","3846","1610","10025","1112","32242","13544","316","10929","2149","7662","23164","3041","1916","7913","269","4553","12442","345000","1483","1138","32","5470","8268","1486","12071","324"
2008-03-10,"4312","1588","4458","4583","54264","2699","3854","933","299","14506","10527","1370","2398","14745","9769","3393","2496","5345","2376","1171","4697","7006","14781","4825","2300","6450","959","1120","3924","1057","9678","1009","18738","12948","335","12401","1712","7587","22918","3040","1515","5892","294","5738","13072","348000","1439","793","47","5289","8670","1431","14206","407"
2008-03-17,"4197","1540","4376","3535","49248","2332","3309","765","273","12855","8665","1227","1982","13159","8855","2638","1967","5166","2337","1319","4163","6211","21481","4477","2445","9685","973","987","3474","949","8754","988","16600","15534","313","17887","1877","7035","22382","2847","1783","5095","248","5228","15247","369000","1254","854","43","5007","8580","1129","12201","433"
2008-03-24,"3776","1552","4136","4045","48438","2150","2845","713","299","12195","10146","1042","2054","13350","6642","3554","2849","4667","1862","1236","4740","6480","13821","4733","2569","7860","910","1268","3960","927","9611","947","18078","9950","303","11895","2156","7668","25286","58","1485","5152","223","4759","12700","368000","1117","744","34","5449","8300","1344","13727","403"
2008-03-31,"5340","1507","4525","4954","46843","1946","3385","1393","273","13111","9929","1363","2009","12841","10394","2659","3928","7507","2441","1253","4406","6154","13958","4575","2286","7753","827","1345","3922","1008","12905","1655","22201","12378","309","12437","1852","9334","22773","4065","1335","5945","223","6124","12344","387000","1276","974","48","4649","8106","1070","15990","361"
2008-04-07,"5793","1267","6245","5148","48794","2772","3497","966","321","13858","14235","2647","1769","14931","9571","2940","2141","7758","2365","1505","4477","6437","17441","5181","2249","6723","902","1194","3617","908","10168","1110","19736","14289","260","13597","1783","9045","23000","3019","1279","7807","233","5944","14721","354000","1484","976","65","5732","10091","896","13915","407"
